Adresse;Stimmart;Bezirksnummer;Bezirksname;Wahlbezirk;Wahlbezirksart;Briefwahlbezirk;Abgeordnetenhauswahlkreis;Bundestagswahlkreis;OstWest;Wahlberechtigte insgesamt;Wahlberechtigte A1;Wahlberechtigte A2;Wahlberechtigte A3;Wählende;Wählende B1;Gültige Stimmen;Ungültige Stimmen;CDU;DIE LINKE;SPD;GRÜNE;AfD;FDP;Die PARTEI;Tierschutzpartei;PIRATEN;Die Grauen;FREIE WÄHLER;Gesundheitsforschung;ÖDP;du.;V-Partei;DKP;MLPD;BSo;SGP;LKR;NPD;Die Humanisten;Team Todenhöfer;Volt;dieBasis;B*;sonstige;BÜNDNIS21;EB: Direkt – bürgerschaftlich – unabhängig ;EB: erneuerung-klima.de;EB: Grundeinkommen-für-alle.org;Menschliche Welt - MENSCHLICHE WELT -;EB: Mieterinitiativen;EB: Parteifrei in den Bundestag;EB: Parteifrei, unabhängig und transparent. Für eine direktere Demokratie ohne Fraktionszwang und eine Amtszeitbeschränkung.;EB: www.weltrettung-durch-therapie.de;EB;EB: Zeit zählt!;aufn
01W117;Erststimme;01;Mitte;117;W;011I;1;75;O;1373;705;668;0;598;27;591;7;71;68;98;256;16;41;10;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;16;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W118;Erststimme;01;Mitte;118;W;011K;1;75;O;1327;734;593;0;605;25;603;2;60;83;98;253;17;53;10;5;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;16;3;0;0;0;0;0;0;0;0;0;0;0;1;0;
01W119;Erststimme;01;Mitte;119;W;011L;1;75;O;932;491;441;0;415;15;409;6;51;52;64;161;15;29;5;8;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;11;10;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W120;Erststimme;01;Mitte;120;W;011K;1;75;O;1057;570;487;0;450;12;444;6;36;69;72;168;29;35;10;2;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;12;7;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W121;Erststimme;01;Mitte;121;W;011L;1;75;O;1079;531;548;0;428;11;424;4;56;41;86;154;15;40;10;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;4;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W122;Erststimme;01;Mitte;122;W;011M;1;75;O;1168;578;590;0;485;23;484;1;67;79;83;180;11;36;10;5;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W123;Erststimme;01;Mitte;123;W;011M;1;75;O;976;529;447;0;427;13;426;1;57;47;74;174;9;44;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W124;Erststimme;01;Mitte;124;W;011A;1;75;W;1296;827;469;0;471;6;461;10;71;50;104;133;28;40;6;11;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;12;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W125;Erststimme;01;Mitte;125;W;011C;1;75;O;1540;781;759;0;561;24;553;8;67;56;103;199;24;53;17;7;4;0;0;0;1;0;0;0;1;0;0;0;0;5;0;5;11;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W200;Erststimme;01;Mitte;200;W;012A;2;75;O;876;525;351;0;344;7;334;10;70;51;73;40;36;46;7;4;2;0;0;0;0;0;0;0;2;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W201;Erststimme;01;Mitte;201;W;012A;2;75;O;1232;687;545;0;466;6;456;10;91;60;94;86;43;61;9;3;2;0;0;0;1;0;0;0;1;0;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;
01W202;Erststimme;01;Mitte;202;W;012B;2;75;O;1187;651;536;0;436;13;423;13;91;63;97;59;53;44;5;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W203;Erststimme;01;Mitte;203;W;012B;2;75;O;1566;792;774;0;509;15;495;14;105;63;118;84;44;51;8;4;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;7;0;0;0;0;0;0;0;0;0;0;2;1;0;
01W204;Erststimme;01;Mitte;204;W;012C;2;75;O;1581;774;807;0;525;16;514;11;111;51;128;90;43;68;3;4;1;0;0;0;0;0;0;0;2;0;0;0;0;1;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W205;Erststimme;01;Mitte;205;W;012C;2;75;O;1241;741;500;0;457;13;448;9;66;85;97;78;50;39;11;6;5;0;0;0;2;0;0;0;2;0;0;0;0;1;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W206;Erststimme;01;Mitte;206;W;012D;2;75;O;1321;791;530;0;491;5;484;7;59;95;101;110;44;34;7;12;5;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W207;Erststimme;01;Mitte;207;W;012D;2;75;O;1083;607;476;0;430;9;423;7;57;101;119;77;36;10;3;4;2;0;0;0;2;0;0;0;0;0;0;0;0;1;0;2;7;0;0;0;0;0;0;0;0;0;0;0;2;0;
01W208;Erststimme;01;Mitte;208;W;012E;2;75;O;931;442;489;0;357;16;351;6;54;48;65;128;11;28;6;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W209;Erststimme;01;Mitte;209;W;012E;2;75;O;1160;623;537;0;488;20;483;5;48;76;82;174;24;41;14;6;1;0;0;0;2;0;0;0;1;0;0;0;0;2;0;3;8;0;0;0;0;0;0;0;0;0;0;1;0;0;
01W210;Erststimme;01;Mitte;210;W;012F;2;75;O;1157;618;539;0;473;12;471;2;50;67;75;181;24;45;4;8;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;8;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W211;Erststimme;01;Mitte;211;W;012F;2;75;O;888;553;335;0;375;9;369;6;34;81;61;112;35;15;7;8;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;8;0;0;0;0;0;0;0;0;0;0;0;1;0;
01W212;Erststimme;01;Mitte;212;W;012G;2;75;O;883;482;401;0;373;9;372;1;35;59;47;144;22;35;10;5;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;6;5;0;0;0;0;0;0;0;0;0;0;0;1;0;
01W213;Erststimme;01;Mitte;213;W;012G;2;75;O;616;354;262;0;232;16;227;5;28;49;38;54;17;17;4;5;1;0;0;0;2;0;0;0;1;0;0;0;0;2;0;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W214;Erststimme;01;Mitte;214;W;012G;2;75;O;859;486;373;0;288;3;279;9;41;39;62;58;20;37;6;8;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W215;Erststimme;01;Mitte;215;W;012H;2;75;O;987;591;396;0;424;2;409;15;80;81;106;52;46;19;7;8;1;0;0;0;1;0;0;0;2;0;0;0;0;1;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W216;Erststimme;01;Mitte;216;W;012H;2;75;O;957;510;447;0;368;7;358;10;48;72;96;46;42;22;7;11;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;2;0;
01W217;Erststimme;01;Mitte;217;W;012I;2;75;O;1012;613;399;0;359;3;349;10;50;84;86;52;27;26;4;8;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W218;Erststimme;01;Mitte;218;W;012I;2;75;O;980;629;351;0;414;8;401;13;63;88;111;39;48;20;9;8;5;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;1;0;
01W219;Erststimme;01;Mitte;219;W;012I;2;75;O;770;511;259;0;303;12;296;7;32;60;83;48;36;14;6;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W220;Erststimme;01;Mitte;220;W;012J;2;75;O;1045;590;455;0;373;6;366;7;44;81;87;66;38;26;4;4;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W221;Erststimme;01;Mitte;221;W;012K;2;75;O;1468;759;709;0;551;14;544;7;84;43;122;145;39;73;7;9;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;10;0;0;0;0;0;0;0;0;0;0;1;0;0;
01W222;Erststimme;01;Mitte;222;W;012K;2;75;O;854;531;323;0;343;4;332;11;38;70;100;60;22;16;4;7;1;0;0;0;0;0;0;0;1;0;0;0;0;2;0;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W223;Erststimme;01;Mitte;223;W;012L;2;75;O;1546;795;751;0;609;15;600;9;84;107;164;139;33;46;7;10;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W224;Erststimme;01;Mitte;224;W;012M;2;75;O;1294;748;546;0;496;10;490;6;65;118;127;67;46;23;10;15;6;0;0;0;1;0;0;0;1;0;0;0;0;2;0;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W225;Erststimme;01;Mitte;225;W;012M;2;75;O;1349;686;663;0;451;5;441;10;66;74;121;78;41;25;14;12;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;
01W226;Erststimme;01;Mitte;226;W;012J;2;75;O;723;438;285;0;253;6;250;3;30;59;48;41;32;15;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W227;Erststimme;01;Mitte;227;W;012N;2;75;O;1487;756;731;0;547;20;539;8;58;91;108;178;24;28;14;15;2;0;0;0;1;0;0;0;0;0;0;1;0;3;0;3;13;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W228;Erststimme;01;Mitte;228;W;012L;2;75;O;1219;593;626;0;435;15;430;5;72;43;123;101;27;36;4;7;1;0;0;0;0;0;0;0;1;0;0;0;0;2;0;2;10;0;0;0;0;0;0;0;0;0;0;0;1;0;
01W229;Erststimme;01;Mitte;229;W;012N;2;75;O;1091;553;538;0;401;9;390;11;46;61;87;128;7;36;11;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;4;0;0;0;0;0;0;0;0;0;0;0;1;0;
01W300;Erststimme;01;Mitte;300;W;013A;3;75;W;1216;807;409;0;476;12;464;12;39;68;96;150;24;34;18;11;4;0;0;0;0;0;0;0;2;0;0;0;0;2;0;5;10;0;0;0;0;0;0;0;0;0;0;0;1;0;
01W301;Erststimme;01;Mitte;301;W;013A;3;75;W;957;556;401;0;377;4;374;3;41;56;82;124;17;25;11;5;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;7;0;0;0;0;0;0;0;0;0;0;0;2;0;
01W302;Erststimme;01;Mitte;302;W;013B;3;75;W;1147;798;349;0;490;11;470;20;55;77;92;132;35;35;11;10;1;0;0;0;0;0;0;0;2;0;0;0;0;2;0;7;11;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W303;Erststimme;01;Mitte;303;W;013B;3;75;W;905;594;311;0;356;12;351;5;38;49;106;101;21;17;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;8;0;0;0;0;0;0;0;0;0;0;0;1;0;
01W304;Erststimme;01;Mitte;304;W;013B;3;75;W;907;589;318;0;426;7;407;19;51;53;99;135;21;32;7;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W305;Erststimme;01;Mitte;305;W;013C;3;75;W;1046;565;481;0;435;11;429;6;72;39;93;141;25;31;5;10;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W306;Erststimme;01;Mitte;306;W;013D;3;75;W;1338;743;595;0;582;18;569;13;50;67;142;227;17;28;5;1;6;0;0;0;1;0;0;0;2;0;0;0;0;1;0;8;14;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W307;Erststimme;01;Mitte;307;W;013C;3;75;W;1143;619;524;0;440;1;434;6;81;24;110;134;21;35;6;10;1;0;0;0;3;0;0;0;0;0;0;0;0;1;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W308;Erststimme;01;Mitte;308;W;013D;3;75;W;1159;596;563;0;458;17;451;7;47;43;84;198;22;30;8;6;2;0;0;0;0;0;0;0;2;0;0;0;0;1;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W309;Erststimme;01;Mitte;309;W;013E;3;75;W;1263;696;567;0;564;21;560;4;67;65;120;242;16;23;6;5;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W310;Erststimme;01;Mitte;310;W;013E;3;75;W;936;514;422;0;359;5;351;8;47;44;87;125;16;19;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W311;Erststimme;01;Mitte;311;W;013F;3;75;W;1034;507;527;0;399;4;394;5;35;46;104;142;16;21;6;5;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;11;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W312;Erststimme;01;Mitte;312;W;013F;3;75;W;786;433;353;0;322;5;319;3;39;37;74;130;10;9;8;6;1;0;0;0;1;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W313;Erststimme;01;Mitte;313;W;013F;3;75;W;846;448;398;0;340;9;332;8;51;27;87;123;15;17;5;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W314;Erststimme;01;Mitte;314;W;013G;3;75;W;1086;725;361;0;466;7;456;10;75;52;126;121;13;38;7;6;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;11;0;0;0;0;0;0;0;0;0;0;1;0;0;
01W315;Erststimme;01;Mitte;315;W;013G;3;75;W;803;515;288;0;344;8;341;3;48;31;82;110;17;29;10;5;1;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W316;Erststimme;01;Mitte;316;W;013H;3;75;W;1302;929;373;0;506;4;488;18;94;57;166;63;26;43;12;7;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;8;0;0;0;0;0;0;0;0;0;0;0;1;0;
01W317;Erststimme;01;Mitte;317;W;013I;3;75;W;882;552;330;0;377;14;370;7;52;38;80;127;10;29;8;12;2;0;0;0;2;0;0;0;1;0;0;0;0;1;0;2;5;0;0;0;0;0;0;0;0;0;0;0;1;0;
01W318;Erststimme;01;Mitte;318;W;013I;3;75;W;1070;598;472;0;444;15;428;16;74;40;111;125;26;35;2;7;1;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W319;Erststimme;01;Mitte;319;W;013I;3;75;W;1004;530;474;0;374;7;368;6;68;20;99;115;20;24;4;8;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W320;Erststimme;01;Mitte;320;W;013J;3;75;W;581;338;243;0;272;4;266;6;50;17;61;94;11;21;1;5;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W321;Erststimme;01;Mitte;321;W;013J;3;75;W;1082;627;455;0;426;9;417;9;93;42;108;82;26;50;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;1;0;
01W322;Erststimme;01;Mitte;322;W;013J;3;75;W;1096;666;430;0;396;12;385;11;79;33;109;59;26;48;4;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;8;0;0;0;0;0;0;0;0;0;0;0;1;0;
01W323;Erststimme;01;Mitte;323;W;013H;3;75;W;1164;659;505;0;496;8;487;9;119;40;118;98;40;44;5;10;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W324;Erststimme;01;Mitte;324;W;013K;3;75;W;1493;847;646;0;497;9;486;11;117;45;119;94;21;75;5;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W325;Erststimme;01;Mitte;325;W;013L;3;75;W;1034;684;350;0;398;14;393;5;69;51;102;98;20;40;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;1;2;0;
01W326;Erststimme;01;Mitte;326;W;013L;3;75;W;1399;861;538;0;576;21;564;12;76;60;156;171;29;38;9;6;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W327;Erststimme;01;Mitte;327;W;013K;3;75;W;1495;905;590;0;588;20;575;13;60;69;135;222;22;42;3;5;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W400;Erststimme;01;Mitte;400;W;014A;4;75;W;1266;834;432;0;474;3;465;9;59;87;82;129;27;32;16;9;8;0;0;0;0;0;0;0;0;0;0;1;0;3;0;2;7;0;0;0;0;0;0;0;0;0;0;0;3;0;
01W401;Erststimme;01;Mitte;401;W;014A;4;75;W;928;615;313;0;387;10;380;7;17;74;74;138;24;24;4;10;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W402;Erststimme;01;Mitte;402;W;014B;4;75;W;1328;943;385;0;540;12;528;12;38;97;115;176;30;25;11;8;2;0;0;0;0;0;0;0;3;0;0;0;0;3;0;11;7;0;0;0;0;0;0;0;0;0;0;1;1;0;
01W403;Erststimme;01;Mitte;403;W;014C;4;75;W;953;572;381;0;396;12;391;5;38;52;90;143;13;23;14;4;1;0;0;0;1;0;0;0;0;0;0;0;0;3;0;2;6;0;0;0;0;0;0;0;0;0;0;1;0;0;
01W404;Erststimme;01;Mitte;404;W;014C;4;75;W;715;496;219;0;295;2;283;12;29;59;71;83;12;11;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W405;Erststimme;01;Mitte;405;W;014B;4;75;W;797;538;259;0;320;2;315;5;35;48;84;93;18;23;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W406;Erststimme;01;Mitte;406;W;014D;4;75;W;843;529;314;0;368;14;358;10;32;46;88;136;15;14;5;9;1;0;0;0;0;0;0;0;2;0;0;0;0;2;0;3;4;0;0;0;0;0;0;0;0;0;0;0;1;0;
01W407;Erststimme;01;Mitte;407;W;014D;4;75;W;1173;756;417;0;518;11;507;11;51;50;115;176;29;38;12;9;3;0;0;0;1;0;0;0;0;0;0;1;0;1;0;7;14;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W408;Erststimme;01;Mitte;408;W;014E;4;75;W;991;578;413;0;426;9;421;5;32;59;106;158;14;23;4;9;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;4;8;0;0;0;0;0;0;0;0;0;0;1;0;0;
01W409;Erststimme;01;Mitte;409;W;014C;4;75;W;932;592;340;0;420;4;415;5;49;64;105;112;25;20;11;8;1;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W410;Erststimme;01;Mitte;410;W;014E;4;75;W;1297;763;534;0;555;16;548;7;43;84;107;221;14;32;12;6;1;0;0;0;3;0;0;0;1;0;0;1;0;4;0;3;15;0;0;0;0;0;0;0;0;0;0;0;1;0;
01W411;Erststimme;01;Mitte;411;W;014F;4;75;W;1036;678;358;0;443;7;434;9;47;63;114;113;22;34;8;12;5;0;0;0;3;0;0;0;1;0;0;1;0;2;0;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W412;Erststimme;01;Mitte;412;W;014F;4;75;W;882;535;347;0;375;1;371;4;44;42;94;123;19;20;10;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;8;0;0;0;0;0;0;0;0;0;0;0;1;0;
01W413;Erststimme;01;Mitte;413;W;014F;4;75;W;826;532;294;0;336;3;328;8;40;38;92;101;18;14;7;7;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;1;0;0;
01W414;Erststimme;01;Mitte;414;W;014G;4;75;W;819;533;286;0;368;0;361;7;30;53;73;131;14;23;14;8;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W415;Erststimme;01;Mitte;415;W;014H;4;75;W;856;530;326;0;398;14;387;11;25;53;84;146;16;29;13;4;2;0;0;0;2;0;0;0;2;0;0;0;0;1;0;5;4;0;0;0;0;0;0;0;0;0;0;0;1;0;
01W416;Erststimme;01;Mitte;416;W;014I;4;75;W;1028;680;348;0;449;16;443;6;41;61;121;137;22;25;11;10;2;0;0;0;1;0;0;0;0;0;0;0;0;1;0;3;7;0;0;0;0;0;0;0;0;0;0;1;0;0;
01W417;Erststimme;01;Mitte;417;W;014I;4;75;W;1155;750;405;0;451;11;437;14;54;65;89;152;14;24;8;14;2;0;0;0;1;0;0;0;1;0;0;0;0;3;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W418;Erststimme;01;Mitte;418;W;014J;4;75;W;1130;716;414;0;422;9;404;18;37;65;99;129;24;20;6;4;2;0;0;0;1;0;0;0;2;0;0;0;0;1;0;4;9;0;0;0;0;0;0;0;0;0;0;0;1;0;
01W419;Erststimme;01;Mitte;419;W;014H;4;75;W;1289;803;486;0;576;12;571;5;44;86;133;208;24;36;12;9;3;0;0;0;2;0;0;0;1;0;0;1;0;2;0;2;6;0;0;0;0;0;0;0;0;0;0;0;2;0;
01W420;Erststimme;01;Mitte;420;W;014K;4;75;W;932;551;381;0;380;16;374;6;43;42;85;137;12;25;13;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W421;Erststimme;01;Mitte;421;W;014K;4;75;W;788;565;223;0;365;4;347;18;54;32;82;84;36;19;7;17;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W422;Erststimme;01;Mitte;422;W;014G;4;75;W;992;609;383;0;395;6;386;9;46;58;85;121;13;23;12;8;3;0;0;0;2;0;0;0;1;0;0;1;0;2;0;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W423;Erststimme;01;Mitte;423;W;014J;4;75;W;920;679;241;0;396;2;380;16;48;39;127;81;30;24;5;8;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;1;5;0;
01W424;Erststimme;01;Mitte;424;W;014L;4;75;W;1245;789;456;0;496;4;491;5;56;77;120;138;32;33;9;11;3;0;0;0;1;0;0;0;1;0;0;1;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;
01W425;Erststimme;01;Mitte;425;W;014M;4;75;W;1272;816;456;0;564;4;554;10;40;113;115;193;26;30;8;8;3;0;0;0;0;0;0;0;0;0;0;0;0;3;0;7;7;0;0;0;0;0;0;0;0;0;0;0;1;0;
01W426;Erststimme;01;Mitte;426;W;014M;4;75;W;1257;765;492;0;497;10;490;7;37;100;98;168;28;14;11;12;7;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;6;0;0;0;0;0;0;0;0;0;0;0;1;0;
01W427;Erststimme;01;Mitte;427;W;014L;4;75;W;982;568;414;0;365;0;359;6;34;41;100;117;21;22;5;6;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;4;4;0;0;0;0;0;0;0;0;0;0;1;0;0;
01W428;Erststimme;01;Mitte;428;W;014L;4;75;W;805;504;301;0;323;2;320;3;27;75;70;87;19;18;7;8;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W500;Erststimme;01;Mitte;500;W;015A;5;75;W;972;635;337;0;367;0;362;5;54;26;104;56;47;33;6;20;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;8;0;0;0;0;0;0;0;0;0;0;1;0;0;
01W501;Erststimme;01;Mitte;501;W;015A;5;75;W;796;558;238;0;375;0;364;11;60;31;114;57;40;27;8;13;4;0;0;0;0;0;0;0;2;0;0;0;0;2;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W502;Erststimme;01;Mitte;502;W;015A;5;75;W;475;339;136;0;178;1;167;11;30;22;57;20;11;12;5;7;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W503;Erststimme;01;Mitte;503;W;015B;5;75;W;988;666;322;0;412;1;392;20;113;23;134;38;31;26;3;13;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W504;Erststimme;01;Mitte;504;W;015B;5;75;W;651;470;181;0;253;4;246;7;34;34;63;43;39;10;3;13;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W505;Erststimme;01;Mitte;505;W;015B;5;75;W;888;659;229;0;368;1;349;19;37;44;101;77;38;16;8;10;3;0;0;0;4;0;0;0;1;0;0;0;0;2;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W506;Erststimme;01;Mitte;506;W;015C;5;75;W;954;631;323;0;409;5;393;16;85;32;124;49;43;23;6;19;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W507;Erststimme;01;Mitte;507;W;015C;5;75;W;1403;883;520;0;499;7;495;4;85;53;132;90;53;42;8;14;4;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;9;0;0;0;0;0;0;0;0;0;0;1;0;0;
01W508;Erststimme;01;Mitte;508;W;015D;5;75;W;1153;707;446;0;509;7;490;19;79;52;149;78;57;28;7;20;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;11;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W509;Erststimme;01;Mitte;509;W;015D;5;75;W;1065;777;288;0;429;4;416;13;79;27;121;53;58;31;6;24;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;
01W510;Erststimme;01;Mitte;510;W;015E;5;75;W;1008;744;264;0;431;5;416;15;69;22;120;37;79;42;5;25;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;10;0;0;0;0;0;0;0;0;0;0;1;0;0;
01W511;Erststimme;01;Mitte;511;W;015F;5;75;W;1088;778;310;0;409;3;405;4;64;40;117;41;85;24;1;22;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;
